captcha20170720_032350.wav,Unknown,'planned go home he she will it fat',NotAccepted,'43.22571's
captcha20170720_032539.wav,Unknown,'have mother claire holy paper',NotAccepted,'26.90178's
captcha20170720_032648.wav,Unknown,'he served navy fed care what he reply have it anger he it tall',NotAccepted,'41.62495's
captcha20170720_045355.wav,Unknown,'undefined',NotAccepted,'94.6603's
captcha20170720_050134.wav,Unknown,'season fact window clean person will five',Accepted,'21.25663's
captcha20170721_173337.wav,Unknown,'distance km visit from high example',NotAccepted,'12.69149's
captcha20170721_173431.wav,Unknown,'can't always will go fax catch those',NotAccepted,'11.57493's
captcha20170721_173521.wav,Unknown,'design wife him white',NotAccepted,'9.82429's
captcha20170721_173611.wav,Unknown,'charge gold it cheap like which between gave',Accepted,'19.12933's
captcha20170721_173709.wav,Unknown,'before can paint song white can change music shuffle',Accepted,'14.16029's
captcha20170721_173801.wav,Unknown,'search head sams chuck music from girl',NotAccepted,'17.70687's
captcha20170721_173857.wav,Unknown,'got it big fat big fat center select near',Accepted,'15.81412's
captcha20170721_173949.wav,Unknown,'section weeks my humble go time then go with',Accepted,'12.20532's
captcha20170721_174041.wav,Unknown,'funny captain science we will reach seventy bad',NotAccepted,'12.61116's
captcha20170721_174157.wav,Unknown,'repair it have taylor ham rye drink get good',Accepted,'15.24395's
captcha20170721_174252.wav,Unknown,'good book heck double handful fun class',NotAccepted,'10.05079's
captcha20170721_174338.wav,Unknown,'weather project know he god it winter sad',Accepted,'10.79368's
captcha20170721_174425.wav,Unknown,'liquid at your white whole fell money race',NotAccepted,'12.71539's
captcha20170724_060416.wav,Unknown,'stock head hat hand by your hand set what',NotAccepted,'14.97369's
captcha20170724_060509.wav,Unknown,'company enough people know how have very fish well good feel',Accepted,'19.91173's
captcha20170724_060608.wav,Unknown,'turn my pushed him have hurt reading me gun',NotAccepted,'13.65872's
captcha20170725_130935.wav,Unknown,'picture class went pass whether',NotAccepted,'10.51896's
captcha20170725_131023.wav,Unknown,'connor us teach okay baby occur',Accepted,'12.59879's
captcha20170725_131118.wav,Unknown,'bitch said brought earth what paint',Accepted,'9.04059's
captcha20170725_131208.wav,Unknown,'claim imagine game desk which object station',Accepted,'14.94195's
captcha20170725_131305.wav,Unknown,'okay nothing head denser call okay hurts my hair',NotAccepted,'14.71307's
captcha20170725_131359.wav,Unknown,'okay well we have room with best gentle go gas id located',NotAccepted,'17.86481's
