captcha20170728_154519.wav,UK,'yeah the music painting and your speech when location who can go to add ',NotAccepted,'13.51938's
captcha20170728_154613.wav,UK,'yeah and improved and took his own variety in general in the chamber turn the simple and your pass ',NotAccepted,'18.58032's
captcha20170728_154710.wav,UK,'grand in the in on people maturity either in the and the people in the in the German people local middle ',NotAccepted,'20.05593's
captcha20170728_160356.wav,UK,'change that your time appear looks at the moment region call back in the day handled the power seven ',Accepted,'18.49875's
captcha20170728_160459.wav,UK,'producing sync now me and in me someone has had made an easy within the and guarantee and the other ',NotAccepted,'19.19701's
captcha20170728_160557.wav,UK,'more than in a call center city in there in it channel and the the phone background ',NotAccepted,'16.32407's
captcha20170728_160653.wav,UK,'glad no more data and then required you yeah twenty from the who and the San ones and increasing with the crowd ',NotAccepted,'19.97646's
captcha20170728_160752.wav,UK,'yeah will become a little bit nearer to the people by then level the queue winter and in the history can have it okay it'll had it you produce ',NotAccepted,'18.962's
captcha20170728_160850.wav,UK,'seven thousand when heading how would open in and so south X. who can manage and we expect that the fire had into we've done ',NotAccepted,'24.02515's
captcha20170728_160953.wav,UK,'general people in our homes and the Hon go to where I put that behind us and how will the value ',NotAccepted,'17.71503's
captcha20170728_161051.wav,UK,'add to now turn the and they didn't win and now I see for example and in ourselves and you know nine ',NotAccepted,'19.44961's
captcha20170728_161151.wav,UK,'Charlie without an envoy to the and and I am definitely compulsion that you the crop and so in that unique unique result ',NotAccepted,'21.81369's
captcha20170728_161249.wav,UK,'John wimpy and system company Hitler and and then the the the H. handled here and it will be saying we'll be back ',Accepted,'21.50753's
captcha20170728_161350.wav,UK,'your head and how often and equal and helping young man upon recording school character and actually had the carbon and the summer ',NotAccepted,'22.00842's
captcha20170728_161616.wav,UK,'long back in here tiny home page any more with the the the the single reached in the travel back in the okay had ',Accepted,'21.26655's
captcha20170728_161744.wav,UK,'Jones how we can go and fall in management of the in hand country an identifying people and we had the hallways more than we do best and ',NotAccepted,'22.85435's
captcha20170728_161847.wav,UK,'repeat in after the new healthy with Ryan more there than solve EU astronomy ',Accepted,'16.42407's
captcha20170728_161941.wav,UK,'yeah there and then free in our group and and help our mobile these are tall and the new method ',NotAccepted,'17.99486's
captcha20170728_162039.wav,UK,'hatch within the the product hands and go in the pool seems judo and every time famous and then we'll go on the back ',Accepted,'22.68116's
captcha20170728_162141.wav,UK,'major head and help with the third world subsidy magna the kettle pulling Santa and Yarm and soon ',NotAccepted,'18.75027's
captcha20170728_162238.wav,UK,'camp and we went still it will in the movie and hasn't James Rendell in the UK who expect ',NotAccepted,'17.61352's
captcha20170728_162339.wav,UK,'one eight and most people can believe in in there and they were more we'll noon and this has improved the ',NotAccepted,'17.85324's
captcha20170728_162435.wav,UK,'N. O. meeting in in the in the station a health and who in picture and I how long ',NotAccepted,'17.87985's
captcha20170728_162534.wav,UK,'Daniel and music has it with you and Brenda there cordial yeah as well we took and certain ',NotAccepted,'16.49684's
captcha20170728_162629.wav,UK,'well I can't stand up and had a body in which it hid under someone who will be in comedy and by the house in the mountains ',NotAccepted,'20.77246's
captcha20170728_162754.wav,UK,'Walker can safely and yes I am married and there and then forward heated in the station in London was openly and a check on my and the new owner ',NotAccepted,'25.21127's
captcha20170728_162900.wav,UK,'black label in Germany gave me at the station another hundred he did also so soon he would be able to our humor me and your ',NotAccepted,'20.16846's
captcha20170728_163014.wav,UK,'stranger and tell whether the car we took and ham as well and the second head and Sam will need el Bulli lady ',Accepted,'22.56046's
captcha20170728_163114.wav,UK,'does the more while and and a season accept the idea of our enemy at the moment dark or so and will be more ',NotAccepted,'20.04558's
captcha20170728_163213.wav,UK,'phone center in Japan and nine cool down in the at four to go in there with the yeah to ',NotAccepted,'18.78775's
captcha20170728_163313.wav,UK,'five as he can the last movie seen it in the rob said the the year ',Accepted,'14.09073's
captcha20170728_163404.wav,UK,'the yard and the grandparents I had the five who will be the measure and all the time the diamond UN discurso at it at it Sam ',Accepted,'18.88599's
